Id,SalePrice
1461,141155.9458937315
1462,177674.69605284368
1463,200318.95020576078
1464,198875.44907884102
1465,182978.92262890667
1466,164730.8155197021
1467,190073.96926905232
1468,178460.11853641825
1469,188395.24425978865
1470,131985.9639292176
1471,167170.8691117725
1472,114468.65876314075
1473,106489.11547549682
1474,150947.26912125284
1475,106960.7545508223
1476,332485.1337926201
1477,224105.27524447188
1478,188709.36036887596
1479,191910.27710067108
1480,358910.5134300118
1481,334530.5875541738
1482,205670.20532793226
1483,198052.51401885183
1484,144639.62966883322
1485,156834.3014496857
1486,204358.37401468368
1487,264680.69590049714
1488,234307.31394362467
1489,177095.16350415858
1490,195256.3111269903
1491,152271.49012214728
1492,103290.28879618837
1493,195563.07113197225
1494,228836.65674273332
1495,311959.164316998
1496,257846.53312914463
1497,159961.6303001359
1498,144104.9063940044
1499,144336.24946782333
1500,145009.77978256033
1501,172276.75409388973
1502,136142.84969922723
1503,248854.52036477654
1504,213530.41065851098
1505,203359.96435942745
1506,253719.56374862784
1507,268726.4167972215
1508,231718.34703755935
1509,142162.27602417817
1510,149256.5241928561
1511,151489.4397479257
1512,176576.45759392055
1513,140928.4674262429
1514,271841.6064291563
1515,170608.04423051188
1516,144459.91392546764
1517,171663.21835761415
1518,161911.93648284714
1519,269383.5401963398
1520,137502.26861735995
1521,145891.77726175342
1522,171838.0006717588
1523,132956.59438669748
1524,136760.85359961702
1525,135818.52433577104
1526,128835.85593761333
1527,109566.84056140642
1528,145251.79450935908
1529,137236.12874295344
1530,167967.18979750547
1531,117526.61180973989
1532,103851.94022635186
1533,161109.995451834
1534,113655.39840952419
1535,138381.82819272368
1536,113112.12115088312
1537,86384.05133603534
1538,121483.01077592948
1539,133967.75817041096
1540,114059.40207480511
1541,139449.76116395352
1542,145086.7465780598
1543,230095.586128152
1544,74350.82829826437
1545,108665.87288119001
1546,136603.9989313297
1547,135607.21103940436
1548,130834.46690334314
1549,99461.41293414935
1550,125041.02374062326
1551,110265.263506182
1552,131985.24789888892
1553,143417.64628053404
1554,114195.22441891978
1555,194499.15867997246
1556,124577.67239536191
1557,125376.52085184254
1558,87050.72904579675
1559,101283.43436885477
1560,122311.52085720861
1561,185635.42891650877
1562,135235.9327872976
1563,123179.20921087785
1564,159942.73255675027
1565,153317.8917496826
1566,251525.68431344407
1567,91211.8814499595
1568,219990.2444905799
1569,165205.0109155492
1570,135287.47717928822
1571,109878.72109588681
1572,157226.02524408713
1573,224243.10379557166
1574,139845.0643498726
1575,209287.25886167755
1576,218093.117815588
1577,167442.62566829746
1578,129358.27314694229
1579,158434.44158600562
1580,186182.78289199685
1581,159195.9767325052
1582,127104.59819043418
1583,273793.7491370971
1584,213432.81345816134
1585,142783.00973962448
1586,70851.39437854972
1587,89266.79893423771
1588,148510.23477493742
1589,105743.56681817523
1590,131410.90550460047
1591,125259.76481065186
1592,134015.71811553912
1593,116325.87563884292
1594,159355.64355753452
1595,130283.35544952372
1596,237273.08226219082
1597,189346.57736433332
1598,189121.81702377668
1599,158835.53644304047
1600,146439.4235952315
1601,72388.26865632713
1602,124948.73697644634
1603,71965.77874225481
1604,263267.3322341116
1605,192558.14481034817
1606,166585.8716882612
1607,166159.30968367262
1608,213723.2077145605
1609,194266.77169587804
1610,144406.23532691685
1611,137801.3875663641
1612,203074.0093330631
1613,165365.46435548185
1614,137557.03546337847
1615,91606.0919817553
1616,84770.78187613626
1617,107691.76596970644
1618,144644.55344629977
1619,146316.2104151397
1620,218896.2764758565
1621,144440.24236318437
1622,162848.75778882962
1623,271127.38508606446
1624,181850.43376141865
1625,133836.11291296687
1626,166474.55056939242
1627,175884.84255315433
1628,275762.8144779179
1629,175705.68237204102
1630,390134.42662846897
1631,184482.9962965224
1632,208428.24594373317
1633,162690.1498638794
1634,188632.43189069725
1635,178055.66272949177
1636,166000.86984047276
1637,208491.7730628247
1638,174317.81430766295
1639,230310.95223889765
1640,215116.67599192742
1641,178576.38490832289
1642,230313.39621226428
1643,193160.59469662732
1644,222624.97826376444
1645,192727.55441402833
1646,214574.7668330803
1647,160650.40035042595
1648,131457.74739810382
1649,135086.54039831442
1650,137139.87461907975
1651,148490.59040080322
1652,113236.0427109645
1653,99891.35116735048
1654,146953.35107388403
1655,137208.17932537704
1656,146759.52847461417
1657,147827.33487350578
1658,149084.4160366783
1659,120612.54970698366
1660,160880.60068033356
1661,277866.23656146036
1662,356873.8629660485
1663,316352.60838937905
1664,406186.85579894716
1665,235851.7491126669
1666,314952.7869993668
1667,279530.5450493583
1668,228509.46043218186
1669,247770.00940182875
1670,290293.6447704792
1671,232354.05146753346
1672,392800.2835003074
1673,276798.49405420036
1674,195162.88287492804
1675,202742.4945849377
1676,186061.2652134453
1677,222824.4899292611
1678,296277.5491237794
1679,360893.34918106353
1680,315669.22253905475
